title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
One More Last Time	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	One More Last Time	Read	Book		497387	30446039	1541404467	9781541404465		original exact match retained		
Heir Today, Pawn Tomorrow: A LitRPG/GameLit Novel	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Heir Today, Pawn Tomorrow	Read	Book		637923	30615792	1541404475	9781541404472		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	168
Dungeon Mauling	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Dungeon Mauling	Read	Ebook		637922	30615791	1541404548	9781541404540		original exact match retained		
Dukes and Ladders: A LitRPG/Gamelit Adventure	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Dukes and Ladders	Read	Book		637921	30615790	1515942457	9781515942450		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	127
Home, Siege Home: A LitRPG/GameLit Novel	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Home, Siege Home	Read	Book		637920	30615789	1515942465	9781515942467		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	180
The Bare Hunt	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	The Bare Hunt	Read	Book		637919	30615788	1494548682	9781494548681		original exact match retained		
Eastbound and Town	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Eastbound and Town	Read	Book		637918	30615787	1977300502	9781977300508		original exact match retained		
Four Beheadings and a Funeral	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Four Beheadings and a Funeral	Read	Ebook		995399	31020151	1494548690	9781494548698		original exact match retained		
Eat, Slay, Love	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Eat, Slay, Love	Read	Book		637916	30615785	1705267920	9781705267929		original exact match retained		
Killing Them Awfully	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Killing Them Awfully	Read	Book		637915	30615784	1705267947	9781705267943		original exact match retained		
Wild Wild Quest	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Wild Wild Quest	Read	Ebook		637911	30615780	B09N9ZGVD6	9781705267967		original exact match retained		
Flex in the City	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Flex in the City	Read	Book		637822	30615691	B0BH6Z68LZ	9781666176186		original exact match retained		
Bad to the Throne	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Bad to the Throne	Read	Book		1077660	31101719	B0DC74YPT3			original exact match retained		
He Who Fights with Monsters: A LitRPG Adventure	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	He Who Fights with Monsters	Read	Book		2371526	31147086	1774248182			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1042
He Who Fights with Monsters 2	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights with Monsters 2	Read	Book		587448	30554099	1774249162			original exact match retained		
He Who Fights with Monsters 4	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	He Who Fights with Monsters 4: He Who Fights with Monsters, Book 4	Read	Ebook		587443	31230439	B09GHD1R2R			paired manually	Repeated series subtitle adds Book 4; same author and volume.	1045
He Who Fights with Monsters 5	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights with Monsters 5	Read	Ebook		587442	31230441	B09PSSTFP3			original exact match retained		
He Who Fights with Monsters 6	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights With Monsters 6	Read	Book		587441	31230443	B09WB2V33H			original exact match retained		
He Who Fights with Monsters 7	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights with Monsters 7	Read	Ebook		567927	31019901	B0B5HY4BM7			original exact match retained		
He Who Fights with Monsters 8	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights With Monsters 8	Read	Ebook		638211	31230445	B0BDMQN3S8	9781039410008		original exact match retained		
He Who Fights with Monsters 10	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights with Monsters 10	Read	Ebook		856789	31230447	B0C1PV6Q7C			original exact match retained		
He Who Fights with Monsters 11: A LitRPG Adventure	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	He Who Fights with Monsters 11	Read	Ebook		1205399	31230448	B0D1DPR1X3			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1057
The Fifth Elephant	Terry Pratchett	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	The Fifth Elephant	Read	Book		152389	30417874	B09M8X6H8X			original exact match retained		
The Unkindest Tide	Seanan McGuire	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	The Unkindest Tide	Read	Book		476457	30397845	B07Z9KFK8L			original exact match retained		
Demon Daughter	Lois McMaster Bujold	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Demon Daughter	Read	Book		1109443	31133464	B0CT45TLCQ			original exact match retained		
Never Anyone but You	Rupert Thomson	2025-05-30	2025-05-29	no read audiobook in export	title/author	Never Anyone But You	Read	Book	2025-05-30	514038	32164652	B07BC67TVF			original exact match retained		
Alien: Covenant Origins	Alan Dean Foster	2025-06-02	2025-06-01	no read audiobook in export	title/author	Alien: Covenant Origins	Read	Book	2025-06-02	782567	31668727	B0752RX6NJ			original exact match retained		
Grave Importance	Vivian Shaw	2025-06-03	2025-06-02	no read audiobook in export	title/author	Grave Importance	Read	Book	2025-06-03	468160	30385995	1478945176			original exact match retained		
When Dusk Comes	J.J. Arias	2025-06-09	2025-06-08	no read audiobook in export	title/author	When Dusk Comes	Read	Ebook	2025-06-09	514852	30467386	B0F2GJ3NP1			original exact match retained		
Sunset Fallen	J.J. Arias	2025-06-10	2025-06-09	no read audiobook in export; finish date missing/different	title/author	Sunset Fallen	Read	Book	2025-06-11	1183048	31207750	B0F2BBK1LL			original exact match retained		
New Day Rising	J.J. Arias	2025-06-11	2025-06-11	no read audiobook in export	title/author	New Day Rising	Read	Book	2025-06-11	1182475	31207178	B0F71TXB9P			original exact match retained		
Split Tooth	Tanya Tagaq	2025-06-12	2025-06-11	no read audiobook in export	title/author	Split Tooth	Read	Book	2025-06-12	448581	9653241	073523745X			original exact match retained		
Sheepfarmer's Daughter	Elizabeth Moon	2025-06-13	2025-06-12	no read audiobook in export	title/author	Sheepfarmer's Daughter	Read	Book	2025-06-13	441105	6376275	B003C26RG4			original exact match retained		
Oath of Gold	Elizabeth Moon	2025-06-14	2025-06-13	no read audiobook in export; finish date missing/different	title/author	Oath Of Gold	Read	Book	2025-06-15	457203	30603848	B003BATFV6			original exact match retained		
All Systems Red	Martha Wells	2025-06-14	2025-05-22	no read audiobook in export; finish date missing/different	title/author	All Systems Red	Read	Book	2025-06-15	427971	31608045	B076XSGP65	9781501977824		original exact match retained		
Exit Strategy	Martha Wells	2025-06-15	2025-05-22	no read audiobook in export	title/author	Exit Strategy	Read	Book	2025-06-15	432448	30401469	B07FF9TJ2K	9781501999994		original exact match retained		
Divided Allegiance	Elizabeth Moon	2025-06-15	2025-06-13	no read audiobook in export; finish date missing/different	title/author	Divided Allegiance	Read	Book	2025-06-14	468576	31097376	B003C1Z4NC			original exact match retained		
The Tombs of Atuan	Ursula K. Le Guin	2025-06-19	2025-06-19	no read audiobook in export	title/author	The Tombs of Atuan	Read	Ebook	2025-06-19	37746	28306385	B003U6SERW	9781449840839		original exact match retained		
The Farthest Shore	Ursula K. Le Guin	2025-06-19	2025-06-19	no read audiobook in export	title/author	The Farthest Shore	Read	Book	2025-06-19	6524	1500515	B003U70Z5K			original exact match retained		
I Feed Her to the Beast and the Beast Is Me	Jamison Shea	2025-06-20	2025-06-20	no read audiobook in export; finish date missing/different	title/author	I Feed Her to the Beast and the Beast Is Me	Read	Ebook	2025-01-20	835496	30848200	B0BWFVYGLF			original exact match retained		
Something New Under the Sun	Alexandra Kleeman	2025-06-22	2025-06-22	no read audiobook in export	title/author	Something New Under the Sun	Read	Book	2025-06-22	445449	30407117	0593410556			original exact match retained		
The Bone Shard Emperor	Andrea Stewart	2025-06-23	2025-06-23	no read audiobook in export	title/author	The Bone Shard Emperor	Read	Book	2025-06-23	465197	30382870	B09L54VXRL			original exact match retained		
Two Ravens and One Crow	Kevin Hearne	2025-06-24	2025-06-24	no read audiobook in export; finish date missing/different	title/author	Two Ravens and One Crow	Read	Book		429336	31129712	B0094JO09K			original exact match retained		
The Bone Shard War	Andrea Stewart	2025-06-24	2025-06-24	no read audiobook in export	title/author	The Bone Shard War	Read	Book	2025-06-24	465105	30382778	B0BBYR5GRX			original exact match retained		
Dream On, Ramona Riley	Ashley Herring Blake	2025-06-25	2025-06-24	no read audiobook in export	manual book-level pairing	Dream On, Ramona Riley	Read	Book	2025-06-25	1376948	32164713	B0DDCVMW7H			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2239
Equal Rites	Terry Pratchett	2025-06-25	2025-06-25	no read audiobook in export	title/author	Equal Rites	Read	Book	2025-06-25	434155	30414541	B09LYYDBYH			original exact match retained		
Silver in the Wood & Drowned Country	Emily Tesh	2025-06-27	2025-06-27	no read audiobook in export; edition scope needs review	manual book-level pairing	Silver in the Wood | Drowned Country	Read	Book	2025-06-27 | 2025-06-27	448971,461995	12251542,30385155	1705235506			paired manually	Both constituent novels are Read; combined audiobook edition not established.	1987,2245
All-Night Pharmacy	Ruth Madievsky	2025-06-27	2025-06-27	no read audiobook in export; finish date missing/different	identifier	All-Night Pharmacy	Read	Book	2025-06-18	791556	30796893	B0C9VXVSGG	9781696612791		original exact match retained		
The Hollow Heart	Marie Rutkoski	2025-06-27	2025-06-27	no read audiobook in export; finish date missing/different	title/author	The Hollow Heart	Read	Book	2025-06-18	462531	32164685	1250815525			original exact match retained		
Tales from the Folly	Charlaine Harris - introduction, Ben Aaronovitch	2025-06-27	2025-06-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Tales from the Folly: A Rivers of London Short Story Collection	Read	Book		476538	31020661	1705269524			paired manually	ABS lists introduction writer first; Ben Aaronovitch and distinctive title agree.	334
The Unfinished Line	Jen Lyon	2025-06-27	2025-06-27	no read audiobook in export; finish date missing/different	title/author	The Unfinished Line	Read	Book	2025-01-24	1600212	31672894	B0DP5GZJ8W			original exact match retained		
